HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459130.74790,2020-10-08.2457790,br,1.49,16.769,>16.769,99.990,-0.039,0.142,g
2459130.74913,2020-10-08.2470091,br,1.45,16.660,>16.660,99.990,0.108,0.157,g
2459131.84797,2020-10-09.3459159,bB,2.13,17.845,>17.845,99.990,0.106,0.053,g
2459131.84921,2020-10-09.3471574,bB,2.12,17.995,>17.995,99.990,-0.003,0.046,g
2459131.85047,2020-10-09.3484013,bB,2.13,17.899,>17.899,99.990,0.136,0.050,g
2459133.82406,2020-10-11.3221023,bB,2.15,18.016,>18.016,99.990,0.112,0.045,g
2459133.82531,2020-10-11.3233488,bB,2.13,18.007,>18.007,99.990,0.136,0.046,g
2459133.82655,2020-10-11.3245920,bB,2.15,17.884,>17.884,99.990,0.150,0.051,g
2459134.78039,2020-10-12.2784782,br,1.48,16.299,>16.299,99.990,0.032,0.220,g
2459134.78161,2020-10-12.2797,br,1.45,99.990,99.990,99.990,99.990,99.990,g
2459134.78283,2020-10-12.2809182,br,1.43,99.990,99.990,99.990,99.990,99.990,g
2459139.74528,2020-10-17.2436365,br,1.46,17.411,>17.411,99.990,0.090,0.079,g
2459139.74650,2020-10-17.2448664,br,1.54,17.455,>17.455,99.990,0.150,0.076,g
2459139.74772,2020-10-17.2460834,br,1.50,17.438,>17.438,99.990,-0.197,0.077,g
2459142.81947,2020-10-20.3180061,bB,2.09,17.894,>17.894,99.990,0.078,0.051,g
2459142.82071,2020-10-20.3192454,bB,2.08,17.893,>17.893,99.990,0.208,0.051,g
2459142.82195,2020-10-20.3204918,bB,2.08,17.867,>17.867,99.990,0.105,0.052,g
2459144.76063,2020-10-22.2592805,br,1.44,17.322,>17.322,99.990,0.066,0.086,g
2459144.76186,2020-10-22.2605083,br,1.46,17.164,>17.164,99.990,0.036,0.099,g
2459145.75703,2020-10-23.2557416,br,1.44,17.348,>17.348,99.990,-0.125,0.084,g
2459145.75826,2020-10-23.2569668,br,1.41,99.990,99.990,99.990,99.990,99.990,g
2459145.75947,2020-10-23.2581864,br,1.36,99.990,99.990,99.990,99.990,99.990,g
2459147.70390,2020-10-25.2027358,br,1.42,16.319,>16.319,99.990,-0.082,0.216,g
2459147.70512,2020-10-25.2039540,br,1.40,16.234,>16.234,99.990,-0.054,0.233,g
2459147.70635,2020-10-25.2051796,br,1.44,16.297,>16.297,99.990,0.184,0.220,g
2459153.77365,2020-10-31.2728336,bB,2.23,16.581,>16.581,99.990,-0.207,0.169,g
2459153.77489,2020-10-31.2740732,bB,2.20,16.626,>16.626,99.990,-0.170,0.162,g
2459153.77613,2020-10-31.2753148,bB,2.19,16.517,>16.517,99.990,0.173,0.180,g
2459154.77264,2020-11-01.2718945,bB,2.12,16.601,>16.601,99.990,0.117,0.166,g
2459154.77389,2020-11-01.2731437,bB,2.11,16.750,>16.750,99.990,-0.067,0.145,g
2459154.77513,2020-11-01.2743883,bB,2.11,16.908,>16.908,99.990,0.398,0.125,g
2459155.76721,2020-11-02.2665258,bB,2.11,16.784,>16.784,99.990,0.042,0.140,g
2459155.76846,2020-11-02.2677700,bB,2.12,16.719,>16.719,99.990,-0.092,0.149,g
2459155.76970,2020-11-02.2690118,bB,2.01,16.444,>16.444,99.990,0.212,0.192,g
2459156.76291,2020-11-03.2622863,bB,2.28,17.018,>17.018,99.990,0.298,0.113,g
2459156.76415,2020-11-03.2635304,bB,2.42,17.051,>17.051,99.990,-0.128,0.110,g
2459156.76540,2020-11-03.2647697,bB,2.41,17.172,>17.172,99.990,-0.084,0.098,g
2459158.75472,2020-11-05.2542109,bB,2.11,18.048,>18.048,99.990,0.087,0.044,g
2459158.75596,2020-11-05.2554553,bB,2.12,17.827,>17.827,99.990,-0.002,0.054,g
2459158.75720,2020-11-05.2566961,bB,2.11,17.961,>17.961,99.990,0.133,0.048,g
2459159.75064,2020-11-06.2501936,bB,2.10,16.598,>16.598,99.990,-0.413,0.167,g
2459159.75187,2020-11-06.2514304,bB,2.09,16.586,>16.586,99.990,-0.025,0.169,g
2459159.75311,2020-11-06.2526731,bB,2.11,16.352,>16.352,99.990,-0.580,0.209,g
2459163.77431,2020-11-10.2741280,bB,2.14,17.996,>17.996,99.990,0.087,0.046,g
2459163.77555,2020-11-10.2753700,bB,2.16,17.898,>17.898,99.990,0.010,0.050,g
2459163.77679,2020-11-10.2766069,bB,2.12,17.878,>17.878,99.990,0.090,0.051,g
2459165.61131,2020-11-12.1112322,br,1.48,17.588,>17.588,99.990,0.106,0.067,g
2459165.61254,2020-11-12.1124644,br,1.46,17.547,>17.547,99.990,0.176,0.070,g
2459165.61375,2020-11-12.1136805,br,1.45,17.580,>17.580,99.990,-0.012,0.067,g
2459165.61922,2020-11-12.1191427,br,1.50,17.624,>17.624,99.990,-0.007,0.065,g
2459165.62043,2020-11-12.1203619,br,1.42,99.990,99.990,99.990,99.990,99.990,g
2459165.62165,2020-11-12.1215790,br,1.43,17.507,>17.507,99.990,-0.023,0.072,g
2459165.67970,2020-11-12.1796370,br,1.41,17.436,>17.436,99.990,0.098,0.077,g
2459165.68093,2020-11-12.1808680,br,1.41,17.555,>17.555,99.990,0.064,0.069,g
2459165.68215,2020-11-12.1820862,br,1.42,17.442,>17.442,99.990,0.085,0.077,g
2459167.58800,2020-11-14.0880567,br,1.47,17.616,>17.616,99.990,-0.023,0.065,g
2459167.58923,2020-11-14.0892800,br,1.44,17.552,>17.552,99.990,-0.055,0.069,g
2459167.59045,2020-11-14.0905053,br,1.43,17.608,>17.608,99.990,0.220,0.066,g
2459167.62967,2020-11-14.1297211,br,1.46,17.483,>17.483,99.990,-0.024,0.074,g
2459167.63089,2020-11-14.1309440,br,1.51,17.558,>17.558,99.990,-0.023,0.069,g
2459167.63212,2020-11-14.1321766,br,1.50,17.485,>17.485,99.990,0.240,0.074,g
2459168.64798,2020-11-15.1481010,br,1.53,17.461,>17.461,99.990,0.131,0.075,g
2459168.64921,2020-11-15.1493266,br,1.51,17.420,>17.420,99.990,0.110,0.078,g
2459168.65043,2020-11-15.1505446,br,1.50,17.484,>17.484,99.990,0.036,0.074,g
2459173.71774,2020-11-20.2181819,bB,2.50,17.615,>17.615,99.990,0.028,0.065,g
2459173.71900,2020-11-20.2194354,bB,2.49,17.544,>17.544,99.990,0.151,0.070,g
2459173.72024,2020-11-20.2206773,bB,2.47,17.606,>17.606,99.990,0.048,0.066,g
2459175.61153,2020-11-22.1120851,br,1.49,17.176,>17.176,99.990,0.066,0.098,g
2459175.61275,2020-11-22.1133093,br,1.49,17.138,>17.138,99.990,0.082,0.101,g
2459175.61397,2020-11-22.1145254,br,1.41,17.252,>17.252,99.990,0.045,0.091,g
2459177.64190,2020-11-24.1425850,br,1.51,16.741,>16.741,99.990,0.345,0.146,g
2459177.64312,2020-11-24.1438010,br,1.50,16.627,>16.627,99.990,0.364,0.162,g
2459177.64433,2020-11-24.1450122,br,1.47,16.121,>16.121,99.990,0.608,0.259,g
2459182.69831,2020-11-29.1992973,bB,2.30,16.752,>16.752,99.990,-0.264,0.145,g
2459182.69955,2020-11-29.2005393,bB,2.29,16.708,>16.708,99.990,0.003,0.151,g
2459182.70079,2020-11-29.2017774,bB,2.26,16.711,>16.711,99.990,-0.241,0.150,g
2459186.68833,2020-12-03.1895561,bB,2.40,16.580,>16.580,99.990,0.090,0.169,g
2459186.68957,2020-12-03.1908062,bB,2.40,16.705,>16.705,99.990,-0.196,0.151,g
2459187.68841,2020-12-04.1896990,bB,2.33,16.620,>16.620,99.990,0.249,0.163,g
2459187.68965,2020-12-04.1909417,bB,2.32,16.749,>16.749,99.990,-0.159,0.145,g
2459188.68975,2020-12-05.1911019,bB,2.36,14.859,>14.859,99.990,-0.229,0.827,g
2459191.58808,2020-12-08.0895981,br,1.46,99.990,99.990,99.990,99.990,99.990,g
2459191.58930,2020-12-08.0908211,br,1.45,17.652,>17.652,99.990,0.078,0.063,g
2459191.59052,2020-12-08.0920420,br,1.49,17.734,>17.734,99.990,0.170,0.059,g
2459193.58836,2020-12-10.0899914,br,1.41,17.667,>17.667,99.990,0.048,0.062,g
2459193.58958,2020-12-10.0912074,br,1.42,17.648,>17.648,99.990,0.059,0.063,g
2459193.59079,2020-12-10.0924246,br,1.46,17.694,>17.694,99.990,0.169,0.061,g
2459195.59135,2020-12-12.0930931,br,1.46,17.727,>17.727,99.990,0.040,0.059,g
2459195.59259,2020-12-12.0943302,br,1.48,17.810,>17.810,99.990,0.039,0.055,g
2459195.59382,2020-12-12.0955627,br,1.49,99.990,99.990,99.990,99.990,99.990,g
2459200.55811,2020-12-17.0601153,br,1.70,99.990,99.990,99.990,99.990,99.990,g
2459200.55934,2020-12-17.0613478,br,1.67,99.990,99.990,99.990,99.990,99.990,g
2459200.56058,2020-12-17.0625888,br,1.67,17.465,>17.465,99.990,0.095,0.075,g
2459202.58845,2020-12-19.0905559,br,1.46,17.318,>17.318,99.990,0.006,0.086,g
2459202.58968,2020-12-19.0917905,br,1.45,17.475,>17.475,99.990,0.101,0.074,g
2459202.59090,2020-12-19.0930113,br,1.38,17.316,>17.316,99.990,0.093,0.086,g
2459206.55302,2020-12-23.0553231,br,1.48,17.164,>17.164,99.990,-0.013,0.099,g
2459206.55424,2020-12-23.0565494,br,1.54,17.155,>17.155,99.990,0.026,0.100,g
2459206.55546,2020-12-23.0577670,br,1.46,17.177,>17.177,99.990,-0.050,0.098,g
2459215.53928,2021-01-01.0419945,br,2.09,15.937,>15.937,99.990,0.994,0.307,g
2459215.54051,2021-01-01.0432245,br,2.12,15.989,>15.989,99.990,0.588,0.292,g
2459275.01102,2021-03-01.5143998,br,2.17,16.093,>16.093,99.990,0.692,0.266,g
2459275.01226,2021-03-01.5156406,br,1.58,15.949,>15.949,99.990,0.945,0.304,g
2459275.01349,2021-03-01.5168680,br,1.55,15.837,>15.837,99.990,0.388,0.336,g
2459278.00524,2021-03-04.5085660,br,1.44,16.682,>16.682,99.990,0.079,0.154,g
2459278.00646,2021-03-04.5097809,br,1.51,16.683,>16.683,99.990,-0.258,0.154,g
2459278.00768,2021-03-04.5110005,br,1.55,16.528,16.527,0.220,0.890,0.179,g
2459289.12160,2021-03-15.6245914,bB,2.09,17.852,>17.852,99.990,0.079,0.053,g
2459289.12285,2021-03-15.6258405,bB,2.09,17.632,>17.632,99.990,-0.027,0.064,g
2459289.12410,2021-03-15.6270903,bB,2.08,17.756,>17.756,99.990,-0.040,0.057,g
2459294.11945,2021-03-20.6222662,bB,2.08,17.566,>17.566,99.990,0.030,0.068,g
2459294.12071,2021-03-20.6235178,bB,2.10,17.731,>17.731,99.990,-0.037,0.059,g
2459294.12196,2021-03-20.6247665,bB,2.07,17.690,>17.690,99.990,0.038,0.061,g
2459304.09344,2021-03-30.5958276,bB,2.13,16.553,>16.553,99.990,0.230,0.174,g
2459304.09468,2021-03-30.5970672,bB,2.15,16.586,>16.586,99.990,-0.090,0.168,g
2459304.09594,2021-03-30.5983243,bB,2.12,16.554,>16.554,99.990,0.138,0.174,g
2459305.07259,2021-03-31.5749387,bB,2.08,16.603,>16.603,99.990,0.210,0.166,g
2459305.07384,2021-03-31.5761864,bB,2.08,16.670,>16.670,99.990,-0.118,0.156,g
2459305.07507,2021-03-31.5774223,bB,2.09,16.653,>16.653,99.990,-0.113,0.158,g
2459307.06940,2021-04-02.5716461,bB,2.15,17.020,>17.020,99.990,0.175,0.113,g
2459307.07065,2021-04-02.5728974,bB,2.16,17.093,>17.093,99.990,0.116,0.106,g
2459307.07189,2021-04-02.5741380,bB,2.16,16.875,>16.875,99.990,-0.005,0.129,g
2459311.05940,2021-04-06.5614466,bB,2.22,17.574,>17.574,99.990,0.016,0.068,g
2459311.06064,2021-04-06.5626884,bB,2.21,17.621,>17.621,99.990,0.029,0.065,g
2459311.06188,2021-04-06.5639344,bB,2.22,17.516,>17.516,99.990,0.017,0.072,g
2459313.06921,2021-04-08.5711579,bB,2.23,17.689,>17.689,99.990,0.050,0.061,g
2459313.07046,2021-04-08.5724093,bB,2.24,17.697,>17.697,99.990,-0.085,0.061,g
2459313.07172,2021-04-08.5736615,bB,2.21,17.784,>17.784,99.990,0.070,0.056,g
2459313.08449,2021-04-08.5864386,bB,2.12,17.636,>17.636,99.990,0.015,0.064,g
2459313.08576,2021-04-08.5877004,bB,2.11,17.785,>17.785,99.990,0.014,0.056,g
2459313.08700,2021-04-08.5889390,bB,2.11,17.831,>17.831,99.990,-0.025,0.054,g
2459315.04559,2021-04-10.5474307,bB,2.15,17.898,>17.898,99.990,0.024,0.050,g
2459315.04684,2021-04-10.5486844,bB,2.17,17.752,>17.752,99.990,0.126,0.058,g
2459315.04809,2021-04-10.5499303,bB,2.17,17.839,>17.839,99.990,0.089,0.053,g
2459319.03453,2021-04-14.5361621,bB,2.12,17.691,>17.691,99.990,0.158,0.061,g
2459319.03578,2021-04-14.5374084,bB,2.12,17.641,>17.641,99.990,0.010,0.064,g
2459319.03703,2021-04-14.5386540,bB,2.11,17.840,>17.840,99.990,0.065,0.053,g
2459327.03095,2021-04-22.5321269,bB,2.08,17.235,>17.235,99.990,0.034,0.093,g
2459327.03220,2021-04-22.5333708,bB,2.07,17.382,>17.382,99.990,-0.032,0.081,g
2459327.03344,2021-04-22.5346119,bB,2.07,17.441,>17.441,99.990,-0.007,0.077,g
2459329.00843,2021-04-24.5094802,bB,2.31,16.527,>16.527,99.990,-0.458,0.178,g
2459329.00966,2021-04-24.5107172,bB,2.35,16.392,>16.392,99.990,-0.054,0.201,g
2459329.01090,2021-04-24.5119565,bB,2.27,16.498,>16.498,99.990,-0.210,0.183,g
2459333.04436,2021-04-28.5451789,bB,2.26,16.583,>16.583,99.990,-0.061,0.169,g
2459333.04562,2021-04-28.5464356,bB,2.24,16.493,>16.493,99.990,-0.128,0.184,g
2459333.04687,2021-04-28.5476812,bB,2.25,16.739,>16.739,99.990,-0.029,0.146,g
2459334.03716,2021-04-29.5379111,bB,2.09,16.690,>16.690,99.990,0.005,0.153,g
2459334.03841,2021-04-29.5391668,bB,2.13,16.878,>16.878,99.990,0.009,0.129,g
2459334.03966,2021-04-29.5404138,bB,2.10,16.654,>16.654,99.990,-0.177,0.158,g
2459342.97986,2021-05-08.4800708,bB,2.17,17.711,>17.711,99.990,0.105,0.060,g
2459342.98112,2021-05-08.4813231,bB,2.18,17.837,>17.837,99.990,0.049,0.053,g
2459342.98236,2021-05-08.4825739,bB,2.19,17.840,>17.840,99.990,0.060,0.053,g
2459346.98128,2021-05-12.4812420,bB,2.19,17.945,>17.945,99.990,0.089,0.048,g
2459346.98253,2021-05-12.4824931,bB,2.20,17.729,>17.729,99.990,-0.045,0.059,g
2459346.98377,2021-05-12.4837359,bB,2.19,17.737,>17.737,99.990,0.018,0.058,g
2459349.95240,2021-05-15.4521819,bB,2.18,17.646,>17.646,99.990,-0.099,0.064,g
2459349.95364,2021-05-15.453425,bB,2.36,17.729,>17.729,99.990,0.009,0.059,g
2459349.95488,2021-05-15.4546648,bB,2.22,17.757,>17.757,99.990,0.082,0.057,g
2459353.04980,2021-05-18.5493854,bB,2.30,17.827,>17.827,99.990,0.052,0.054,g
2459353.05104,2021-05-18.5506283,bB,2.25,17.867,>17.867,99.990,0.053,0.052,g
2459353.05228,2021-05-18.5518643,bB,2.24,18.004,>18.004,99.990,0.006,0.046,g
2459354.87363,2021-05-20.3731027,br,1.44,17.644,>17.644,99.990,-0.038,0.064,g
2459354.87487,2021-05-20.3743494,br,1.43,17.513,>17.513,99.990,0.187,0.072,g
2459354.87609,2021-05-20.3755689,br,1.44,17.496,>17.496,99.990,0.062,0.073,g
2459356.95837,2021-05-22.4577270,bB,2.10,16.894,>16.894,99.990,0.042,0.127,g
2459356.95961,2021-05-22.4589679,bB,2.10,16.920,>16.920,99.990,-0.114,0.124,g
2459356.96086,2021-05-22.4602145,bB,2.10,16.891,>16.891,99.990,-0.039,0.127,g
2459359.78942,2021-05-25.2886008,br,1.53,15.889,>15.889,99.990,1.472,0.321,g
2459359.79065,2021-05-25.2898287,br,1.49,16.064,>16.064,99.990,-0.650,0.273,g
2459359.79194,2021-05-25.2911303,br,1.51,15.954,>15.954,99.990,0.230,0.302,g
2459362.97598,2021-05-28.4749629,bB,2.06,16.669,>16.669,99.990,-0.413,0.156,g
2459362.97724,2021-05-28.4762281,bB,2.07,16.650,>16.650,99.990,0.331,0.159,g
2459362.97850,2021-05-28.4774865,bB,2.06,16.946,>16.946,99.990,0.332,0.121,g
2459366.94327,2021-06-01.4420265,bB,2.09,17.650,>17.650,99.990,0.014,0.063,g
2459366.94450,2021-06-01.4432567,bB,2.08,17.620,>17.620,99.990,0.047,0.065,g
2459366.94575,2021-06-01.4445112,bB,2.10,17.562,>17.562,99.990,0.069,0.069,g
2459366.98911,2021-06-01.4878695,bB,2.09,17.382,>17.382,99.990,-0.080,0.081,g
2459366.99037,2021-06-01.4891188,bB,2.08,17.416,>17.416,99.990,0.058,0.078,g
2459366.99162,2021-06-01.4903724,bB,2.09,17.505,>17.505,99.990,0.020,0.072,g
2459367.00818,2021-06-01.5069292,bB,2.10,17.595,>17.595,99.990,-0.064,0.067,g
2459367.00943,2021-06-01.5081806,bB,2.09,17.541,>17.541,99.990,0.003,0.070,g
2459367.01069,2021-06-01.5094446,bB,2.10,17.499,>17.499,99.990,-0.071,0.073,g
2459369.01589,2021-06-03.5145254,bB,2.10,17.826,>17.826,99.990,0.048,0.054,g
2459369.01714,2021-06-03.5157747,bB,2.11,17.633,>17.633,99.990,0.118,0.064,g
2459369.01837,2021-06-03.5170143,bB,2.10,17.855,>17.855,99.990,0.102,0.052,g
2459370.78382,2021-06-05.2823502,br,1.59,17.555,>17.555,99.990,0.003,0.069,g
2459370.78504,2021-06-05.2835790,br,1.65,17.610,>17.610,99.990,-0.151,0.066,g
2459370.78627,2021-06-05.2848069,br,1.62,17.525,>17.525,99.990,0.135,0.071,g
2459373.98186,2021-06-08.4802189,bB,2.38,17.769,>17.769,99.990,0.003,0.057,g
2459373.98310,2021-06-08.4814584,bB,2.42,17.760,>17.760,99.990,0.095,0.057,g
2459373.98434,2021-06-08.4827039,bB,2.36,18.087,>18.087,99.990,-0.041,0.042,g
2459374.02753,2021-06-08.5258881,bB,2.19,18.054,>18.054,99.990,0.064,0.044,g
2459374.02879,2021-06-08.5271438,bB,2.20,17.906,>17.906,99.990,0.103,0.050,g
2459374.03004,2021-06-08.5283902,bB,2.23,17.801,>17.801,99.990,-0.043,0.055,g
2459376.87814,2021-06-11.3763391,bB,2.09,17.728,>17.728,99.990,0.077,0.059,g
2459376.87937,2021-06-11.3775704,bB,2.10,17.677,>17.677,99.990,0.126,0.062,g
2459376.88061,2021-06-11.3788087,bB,2.10,17.707,>17.707,99.990,-0.044,0.060,g
2459380.87222,2021-06-15.3702112,bB,2.04,16.555,>16.555,99.990,0.457,0.174,g
2459380.87348,2021-06-15.3714625,bB,2.05,16.591,>16.591,99.990,-0.078,0.168,g
2459380.87473,2021-06-15.3727162,bB,2.06,16.577,>16.577,99.990,-0.284,0.170,g
2459381.87393,2021-06-16.3718702,bB,2.33,17.120,>17.120,99.990,0.164,0.103,g
2459381.87520,2021-06-16.3731300,bB,2.32,17.317,>17.317,99.990,-0.041,0.086,g
2459381.87648,2021-06-16.3744094,bB,2.30,17.198,>17.198,99.990,0.202,0.096,g
2459383.98997,2021-06-18.4878006,bB,2.12,17.923,>17.923,99.990,0.066,0.049,g
2459383.99123,2021-06-18.4890628,bB,2.13,18.109,>18.109,99.990,0.062,0.041,g
2459383.99249,2021-06-18.4903174,bB,2.13,17.943,>17.943,99.990,0.071,0.048,g
2459384.01300,2021-06-18.5108241,bB,2.12,17.879,>17.879,99.990,-0.018,0.051,g
2459384.01427,2021-06-18.5120983,bB,2.13,18.056,>18.056,99.990,0.087,0.044,g
2459384.01552,2021-06-18.5133496,bB,2.13,18.180,>18.180,99.990,0.004,0.039,g
2459387.85191,2021-06-22.3495539,bB,1.98,16.013,>16.013,99.990,-0.476,0.286,g
2459387.85317,2021-06-22.3508143,bB,2.12,16.044,>16.044,99.990,-0.115,0.278,g
2459388.69602,2021-06-23.1936251,br,1.52,15.847,>15.847,99.990,0.207,0.333,g
2459388.69725,2021-06-23.1948553,br,1.51,15.230,>15.230,99.990,0.333,0.588,g
2459388.69849,2021-06-23.1960998,br,1.54,15.203,>15.203,99.990,0.684,0.602,g
2459395.82990,2021-06-30.3271826,bB,2.09,17.666,>17.666,99.990,-0.029,0.062,g
2459395.83117,2021-06-30.3284583,bB,2.11,17.846,>17.846,99.990,-0.009,0.053,g
2459395.83245,2021-06-30.3297339,bB,2.10,17.787,>17.787,99.990,0.076,0.056,g
2459397.93022,2021-07-02.4274256,bB,2.46,17.708,>17.708,99.990,0.094,0.060,g
2459397.93151,2021-07-02.4287064,bB,2.32,17.894,>17.894,99.990,-0.126,0.051,g
2459397.93279,2021-07-02.4299965,bB,2.39,17.830,>17.830,99.990,0.043,0.054,g
2459398.83803,2021-07-03.3351983,br,1.42,17.200,>17.200,99.990,0.181,0.096,g
2459398.83928,2021-07-03.3364407,br,1.43,17.148,>17.148,99.990,0.308,0.101,g
2459398.84050,2021-07-03.3376724,br,1.45,17.097,>17.097,99.990,0.350,0.105,g
2459401.95663,2021-07-06.4536811,bB,2.30,17.927,>17.927,99.990,0.098,0.049,g
2459401.95789,2021-07-06.4549438,bB,2.32,18.044,>18.044,99.990,-0.032,0.044,g
2459401.95916,2021-07-06.4562196,bB,2.31,17.950,>17.950,99.990,0.088,0.048,g
2459404.88400,2021-07-09.3809423,bB,2.09,17.929,>17.929,99.990,0.070,0.049,g
2459404.88524,2021-07-09.3821891,bB,2.09,18.107,>18.107,99.990,-0.029,0.042,g
2459404.88650,2021-07-09.3834439,bB,2.12,18.067,>18.067,99.990,0.023,0.043,g
2459404.92641,2021-07-09.4233526,bB,2.09,18.057,>18.057,99.990,0.089,0.043,g
2459404.92767,2021-07-09.4246166,bB,2.09,17.916,>17.916,99.990,0.067,0.050,g
2459404.92892,2021-07-09.4258634,bB,2.08,18.008,>18.008,99.990,0.049,0.046,g
2459406.82207,2021-07-11.3189494,bB,2.16,17.868,>17.868,99.990,0.117,0.052,g
2459406.82333,2021-07-11.3202084,bB,2.16,17.817,>17.817,99.990,0.160,0.054,g
2459406.82460,2021-07-11.3214769,bB,2.17,18.099,>18.099,99.990,0.070,0.042,g
2459411.84898,2021-07-16.3457152,bB,2.15,17.799,>17.799,99.990,0.045,0.055,g
2459411.85025,2021-07-16.3469804,bB,2.18,17.597,>17.597,99.990,-0.117,0.066,g
2459411.85151,2021-07-16.3482434,bB,2.17,17.596,>17.596,99.990,-0.038,0.066,g
2459420.00328,2021-07-24.4998103,bB,2.11,16.470,>16.470,99.990,0.274,0.188,g
2459420.00455,2021-07-24.5010876,bB,2.10,16.545,>16.545,99.990,-0.333,0.175,g
2459420.00582,2021-07-24.5023550,bB,2.14,16.454,>16.454,99.990,0.162,0.190,g
2459425.87328,2021-07-30.3697194,bB,2.15,17.996,>17.996,99.990,-0.028,0.046,g
2459425.87455,2021-07-30.3709788,bB,2.14,17.894,>17.894,99.990,0.048,0.051,g
2459425.87580,2021-07-30.3722326,bB,2.14,18.144,>18.144,99.990,0.116,0.040,g
2459426.87896,2021-07-31.3753869,bB,2.15,17.959,>17.959,99.990,0.145,0.048,g
2459426.88023,2021-07-31.3766466,bB,2.15,18.038,>18.038,99.990,0.014,0.044,g
2459426.88146,2021-07-31.3778718,bB,2.14,18.108,>18.108,99.990,0.085,0.042,g
2459427.74524,2021-08-01.2416394,br,1.46,17.845,>17.845,99.990,0.073,0.053,g
2459427.74647,2021-08-01.2428671,br,1.48,17.762,>17.762,99.990,0.112,0.057,g
2459427.74771,2021-08-01.2441144,br,1.46,17.691,>17.691,99.990,0.089,0.061,g
2459430.02789,2021-08-03.5242641,bB,2.13,17.809,>17.809,99.990,0.129,0.055,g
2459430.02914,2021-08-03.5255238,bB,2.12,17.656,>17.656,99.990,0.099,0.063,g
2459430.03041,2021-08-03.5267913,bB,2.13,17.777,>17.777,99.990,0.123,0.056,g
2459430.84820,2021-08-04.3445736,br,1.36,17.488,>17.488,99.990,-0.006,0.073,g
2459430.84942,2021-08-04.3458012,br,1.42,17.578,>17.578,99.990,0.131,0.068,g
2459430.85066,2021-08-04.3470334,br,1.43,17.355,>17.355,99.990,0.091,0.083,g
2459431.74641,2021-08-05.2427643,br,1.61,17.566,>17.566,99.990,0.143,0.068,g
2459431.74765,2021-08-05.2440127,br,1.58,17.504,>17.504,99.990,0.077,0.072,g
2459431.74891,2021-08-05.2452673,br,1.59,17.457,>17.457,99.990,-0.007,0.076,g
2459432.87253,2021-08-06.3688928,bB,2.13,17.950,>17.950,99.990,-0.001,0.048,g
2459432.87381,2021-08-06.3701626,bB,2.16,18.041,>18.041,99.990,-0.014,0.044,g
2459432.87506,2021-08-06.3714199,bB,2.13,18.200,>18.200,99.990,0.096,0.038,g
2459433.89529,2021-08-07.3916416,bB,2.16,17.951,>17.951,99.990,0.021,0.048,g
2459433.89654,2021-08-07.3928986,bB,2.16,18.056,>18.056,99.990,0.001,0.044,g
2459433.89781,2021-08-07.3941604,bB,2.16,17.940,>17.940,99.990,0.045,0.048,g
2459436.79751,2021-08-10.2938546,bB,2.09,18.184,>18.184,99.990,0.032,0.039,g
2459436.79878,2021-08-10.2951163,bB,2.10,17.986,>17.986,99.990,0.124,0.046,g
2459436.80004,2021-08-10.2963846,bB,2.08,17.926,>17.926,99.990,0.076,0.049,g
2459440.02068,2021-08-13.5170093,bB,2.25,17.866,>17.866,99.990,-0.024,0.052,g
2459440.02193,2021-08-13.5182667,bB,2.29,18.013,>18.013,99.990,0.059,0.045,g
2459440.02320,2021-08-13.5195342,bB,2.21,17.796,>17.796,99.990,-0.017,0.055,g
2459443.89328,2021-08-17.3896211,bB,2.38,17.154,>17.154,99.990,0.048,0.100,g
2459443.89454,2021-08-17.3908815,bB,2.37,17.112,>17.112,99.990,-0.108,0.104,g
2459443.89579,2021-08-17.3921351,bB,2.37,17.238,>17.238,99.990,0.182,0.093,g
2459447.89215,2021-08-21.3885200,bB,2.06,16.743,>16.743,99.990,0.192,0.146,g
2459447.89342,2021-08-21.3897851,bB,2.10,16.766,>16.766,99.990,-0.132,0.143,g
2459447.89467,2021-08-21.3910363,bB,2.06,16.699,>16.699,99.990,0.058,0.152,g
2459454.77517,2021-08-28.2716240,bB,2.09,17.903,>17.903,99.990,0.124,0.050,g
2459454.77644,2021-08-28.2728825,bB,2.10,18.013,>18.013,99.990,0.010,0.045,g
2459454.77770,2021-08-28.2741480,bB,2.11,17.876,>17.876,99.990,0.099,0.051,g
2459457.95786,2021-08-31.4543702,bB,2.10,17.745,>17.745,99.990,0.050,0.058,g
2459457.95912,2021-08-31.4556296,bB,2.09,17.652,>17.652,99.990,0.037,0.063,g
2459457.96039,2021-08-31.4568972,bB,2.10,17.655,>17.655,99.990,0.005,0.063,g
2459461.81828,2021-09-04.3148648,br,1.42,17.634,>17.634,99.990,0.003,0.064,g
2459462.78105,2021-09-05.2776584,br,1.48,17.437,>17.437,99.990,-0.004,0.077,g
2459462.78230,2021-09-05.2789098,br,1.48,17.530,>17.530,99.990,0.123,0.071,g
2459462.78355,2021-09-05.2801597,br,1.46,17.651,>17.651,99.990,0.041,0.063,g
2459465.80195,2021-09-08.2986234,bB,2.10,18.183,>18.183,99.990,0.012,0.039,g
2459465.80319,2021-09-08.2998746,bB,2.11,17.914,>17.914,99.990,0.079,0.050,g
